,醫事機構名稱,藥局調劑慢性病連續處方箋之案件數,醫院及藥局調劑慢性病連續處方箋案件數,慢性病連續處方箋釋出率,所屬分區業務組指標值,全國指標值,year,quarter
13837,聯新國際醫院,11789,66925,0.1762,0.3387,0.3473,106,4
13838,聯新國際醫院,11172,62496,0.1788,0.3857,0.3945,109,2
13839,聯新國際醫院,11416,63539,0.1797,0.3351,0.3413,106,1
13840,聯新國際醫院,15008,68160,0.2202,0.4135,0.4176,111,3
13841,聯新國際醫院,11714,66506,0.1761,0.3776,0.3868,109,4
13842,聯新國際醫院,9884,60274,0.164,0.3229,0.3235,104,3
13843,聯新國際醫院,14344,65789,0.218,0.4227,0.4262,111,2
13844,聯新國際醫院,10958,63920,0.1714,0.3335,0.3408,106,2
13845,聯新國際醫院,13649,67746,0.2015,0.4065,0.4129,110,4
13846,聯新國際醫院,11172,68293,0.1636,0.3433,0.3538,108,3
13847,聯新國際醫院,10030,59951,0.1673,0.3251,0.327,104,4
13848,聯新國際醫院,14034,64610,0.2172,0.4085,0.4115,110,3
13849,聯新國際醫院,11914,64969,0.1834,0.3751,0.3861,109,3
13850,聯新國際醫院,11588,65866,0.1759,0.3365,0.3431,106,3
13851,聯新國際醫院,12848,63752,0.2015,0.3924,0.3986,110,1
13852,聯新國際醫院,10234,61078,0.1676,0.3288,0.3331,105,1
13853,聯新國際醫院,7730,51824,0.1492,0.3147,0.311,103,2
13854,聯新國際醫院,12292,68447,0.1796,0.3417,0.3477,107,2
13855,聯新國際醫院,11152,62039,0.1798,0.336,0.3402,105,3
13856,聯新國際醫院,14993,69879,0.2146,0.4115,0.4173,112,1
13857,聯新國際醫院,13984,65096,0.2148,0.4052,0.4108,111,1
13858,聯新國際醫院,10684,68934,0.155,0.3391,0.351,108,4
13859,聯新國際醫院,8948,56570,0.1582,0.316,0.3153,103,4
13860,聯新國際醫院,12564,70427,0.1784,0.3373,0.3481,107,4
13861,聯新國際醫院,11995,69744,0.172,0.334,0.3459,108,1
13862,聯新國際醫院,7455,49755,0.1498,0.3095,0.3072,103,1
13863,聯新國際醫院,11956,68260,0.1752,0.337,0.3468,107,1
13864,聯新國際醫院,11620,66029,0.176,0.3736,0.3839,109,1
13865,聯新國際醫院,9479,58452,0.1622,0.3218,0.3211,104,2
13866,聯新國際醫院,10946,68932,0.1588,0.3398,0.3496,108,2
13867,聯新國際醫院,9174,56404,0.1626,0.3247,0.3261,104,1
13868,聯新國際醫院,12557,69355,0.1811,0.3409,0.35,107,3
13869,聯新國際醫院,13312,61275,0.2173,0.4166,0.4263,110,2
13870,慈祐醫院,219,1183,0.1851,0.3409,0.35,107,3
13871,慈祐醫院,113,805,0.1404,0.3247,0.3261,104,1
13872,慈祐醫院,206,1180,0.1746,0.3398,0.3496,108,2
13873,慈祐醫院,116,881,0.1317,0.3218,0.3211,104,2
13874,慈祐醫院,335,1348,0.2485,0.4166,0.4263,110,2
13875,慈祐醫院,249,1227,0.2029,0.3736,0.3839,109,1
13876,慈祐醫院,192,1114,0.1724,0.337,0.3468,107,1
13877,慈祐醫院,114,831,0.1372,0.3095,0.3072,103,1
13878,慈祐醫院,212,1209,0.1754,0.334,0.3459,108,1
13879,慈祐醫院,224,1185,0.189,0.3373,0.3481,107,4
13880,慈祐醫院,112,822,0.1363,0.316,0.3153,103,4
13881,惠川醫院,108,534,0.2022,0.3039,0.35,107,3
13882,惠川醫院,47,363,0.1295,0.2815,0.311,103,2
13883,惠川醫院,88,541,0.1627,0.2999,0.3477,107,2
13884,惠川醫院,53,445,0.1191,0.287,0.3211,104,2
13885,惠川醫院,92,460,0.2,0.3086,0.3496,108,2
13886,建佑醫院,733,8361,0.0877,0.3086,0.3496,108,2
13887,建佑醫院,365,5120,0.0713,0.287,0.3211,104,2
13888,建佑醫院,665,7531,0.0883,0.2999,0.3477,107,2
13889,建佑醫院,302,4420,0.0683,0.2815,0.311,103,2
13890,建佑醫院,664,7941,0.0836,0.3039,0.35,107,3
13891,建佑醫院,1386,10090,0.1374,0.35,0.3945,109,2
13892,建佑醫院,423,4908,0.0862,0.2934,0.3261,104,1
13893,建佑醫院,1869,12218,0.153,0.3737,0.4263,110,2
13894,建佑醫院,641,7570,0.0847,0.2983,0.3468,107,1
13895,建佑醫院,274,4305,0.0636,0.2813,0.3072,103,1
13896,建佑醫院,396,4865,0.0814,0.2847,0.3153,103,4
13897,建佑醫院,689,8212,0.0839,0.303,0.3481,107,4
13898,建佑醫院,863,9515,0.0907,0.3403,0.3839,109,1
13899,建佑醫院,605,8235,0.0735,0.3064,0.3459,108,1
13900,建佑醫院,2437,15511,0.1571,0.3762,0.4166,111,4
13901,建佑醫院,485,6089,0.0797,0.2936,0.3402,105,3
13902,建佑醫院,2535,15777,0.1607,0.376,0.4173,112,1
13903,建佑醫院,2306,14825,0.1555,0.3786,0.4176,111,3
13904,建佑醫院,741,9375,0.079,0.309,0.351,108,4
13905,建佑醫院,449,5670,0.0792,0.2893,0.3331,105,1
13906,建佑醫院,2082,13466,0.1546,0.3697,0.4129,110,4
13907,建佑醫院,1689,11640,0.1451,0.3546,0.3986,110,1
13908,建佑醫院,577,6924,0.0833,0.2944,0.3408,106,2
13909,建佑醫院,1678,13422,0.125,0.3718,0.4108,111,1
13910,建佑醫院,705,9000,0.0783,0.3106,0.3538,108,3
13911,建佑醫院,452,5336,0.0847,0.2862,0.3235,104,3
13912,建佑醫院,444,5537,0.0802,0.2867,0.327,104,4
13913,建佑醫院,643,7177,0.0896,0.2948,0.3431,106,3
13914,建佑醫院,1988,12783,0.1555,0.3711,0.4115,110,3
13915,建佑醫院,1257,10371,0.1212,0.3411,0.3861,109,3
13916,建佑醫院,565,6310,0.0895,0.291,0.3377,105,4
13917,建佑醫院,1797,13843,0.1298,0.3835,0.4262,111,2
13918,建佑醫院,637,7452,0.0855,0.297,0.3473,106,4
13919,建佑醫院,560,6535,0.0857,0.2946,0.3413,106,1
13920,建佑醫院,444,5752,0.0772,0.2903,0.3355,105,2
13921,建佑醫院,1224,10745,0.1139,0.3434,0.3868,109,4
13922,建佑醫院,326,4598,0.0709,0.2822,0.313,103,3
13923,建佑醫院,2594,16226,0.1599,0.3773,0.4179,112,2
13924,營新醫院,1317,4369,0.3014,0.413,0.3945,109,2
13925,營新醫院,778,3220,0.2416,0.3327,0.3072,103,1
13926,營新醫院,910,3482,0.2613,0.3623,0.3468,107,1
13927,營新醫院,1403,4511,0.311,0.4273,0.4263,110,2
13928,營新醫院,750,3194,0.2348,0.3388,0.311,103,2
13929,營新醫院,917,3448,0.266,0.3625,0.3477,107,2
13930,營新醫院,1143,4293,0.2662,0.3686,0.351,108,4
13931,營新醫院,1713,4960,0.3454,0.4232,0.4176,111,3
13932,營新醫院,1643,4627,0.3551,0.4161,0.4108,111,1
13933,營新醫院,826,3123,0.2645,0.3496,0.3331,105,1
13934,營新醫院,988,3824,0.2584,0.3617,0.3481,107,4
13935,營新醫院,755,3134,0.2409,0.3407,0.3153,103,4
13936,營新醫院,814,3121,0.2608,0.3566,0.3402,105,3
13937,營新醫院,1654,4893,0.338,0.4206,0.4173,112,1
13938,營新醫院,1709,5028,0.3399,0.42,0.4166,111,4
13939,營新醫院,1120,4160,0.2692,0.3706,0.3538,108,3
13940,營新醫院,1506,4865,0.3096,0.4226,0.4129,110,4
13941,營新醫院,811,3315,0.2446,0.3547,0.3408,106,2
13942,營新醫院,1380,4548,0.3034,0.4065,0.3861,109,3
13943,營新醫院,890,3419,0.2603,0.3538,0.3431,106,3
13944,營新醫院,1216,4310,0.2821,0.3986,0.3839,109,1
13945,營新醫院,975,3751,0.2599,0.3647,0.3459,108,1
13946,營新醫院,808,3285,0.246,0.3451,0.327,104,4
13947,營新醫院,1406,4690,0.2998,0.4219,0.4115,110,3
13948,營新醫院,745,3128,0.2382,0.339,0.313,103,3
13949,營新醫院,1415,4639,0.305,0.4032,0.3868,109,4
13950,營新醫院,797,3024,0.2636,0.3522,0.3355,105,2
13951,營新醫院,1383,4465,0.3097,0.4108,0.3986,110,1
13952,營新醫院,853,3308,0.2579,0.3563,0.3413,106,1
13953,營新醫院,884,3456,0.2558,0.3598,0.3473,106,4
13954,營新醫院,702,2998,0.2342,0.3411,0.3211,104,2
13955,營新醫院,1036,3873,0.2675,0.3679,0.3496,108,2
13956,營新醫院,713,3049,0.2338,0.343,0.3235,104,3
13957,營新醫院,868,3305,0.2626,0.3547,0.3377,105,4
13958,營新醫院,1715,4838,0.3545,0.4277,0.4262,111,2
13959,營新醫院,1734,4998,0.3469,0.42,0.4179,112,2
13960,蕙生醫院,178,459,0.3878,0.3915,0.3473,106,4
13961,蕙生醫院,150,400,0.375,0.4607,0.4115,110,3
13962,蕙生醫院,158,445,0.3551,0.3866,0.3431,106,3
13963,蕙生醫院,143,375,0.3813,0.3971,0.3538,108,3
13964,蕙生醫院,130,353,0.3683,0.4296,0.3861,109,3
13965,蕙生醫院,139,492,0.2825,0.3717,0.3331,105,1
13966,蕙生醫院,139,396,0.351,0.4617,0.4129,110,4
13967,蕙生醫院,138,512,0.2695,0.364,0.327,104,4
13968,蕙生醫院,155,403,0.3846,0.4783,0.4262,111,2
13969,蕙生醫院,138,368,0.375,0.4408,0.3945,109,2
13970,蕙生醫院,136,439,0.3098,0.3834,0.3413,106,1
13971,蕙生醫院,143,414,0.3454,0.3911,0.3468,107,1
13972,蕙生醫院,140,523,0.2677,0.3435,0.313,103,3
13973,蕙生醫院,176,436,0.4037,0.4651,0.4176,111,3
13974,蕙生醫院,125,498,0.251,0.3457,0.3153,103,4
13975,蕙生醫院,169,422,0.4005,0.4677,0.4166,111,4
13976,豐榮醫院,1010,3033,0.333,0.4677,0.4166,111,4
13977,豐榮醫院,907,2713,0.3343,0.4651,0.4176,111,3
13978,豐榮醫院,293,896,0.327,0.4408,0.3945,109,2
13979,豐榮醫院,896,2554,0.3508,0.4783,0.4262,111,2
13980,豐榮醫院,743,2229,0.3333,0.4617,0.4129,110,4
13981,豐榮醫院,373,1176,0.3172,0.4296,0.3861,109,3
13982,豐榮醫院,96,309,0.3107,0.3971,0.3538,108,3
13983,豐榮醫院,622,1842,0.3377,0.4607,0.4115,110,3
13984,豐榮醫院,1015,3029,0.3351,0.4686,0.4173,112,1
13985,豐榮醫院,803,2372,0.3385,0.4595,0.4108,111,1
13986,豐榮醫院,133,437,0.3043,0.3924,0.351,108,4
13987,豐榮醫院,54,179,0.3017,0.391,0.3496,108,2
13988,豐榮醫院,509,1600,0.3181,0.4446,0.3986,110,1
13989,豐榮醫院,15,31,0.4839,0.3941,0.35,107,3
13990,豐榮醫院,36,84,0.4286,0.3918,0.3481,107,4
13991,豐榮醫院,248,687,0.361,0.4311,0.3839,109,1
13992,豐榮醫院,603,1712,0.3522,0.4875,0.4263,110,2
13993,豐榮醫院,43,140,0.3071,0.3849,0.3459,108,1
13994,豐榮醫院,0,5,0.0,0.3908,0.3477,107,2
13995,豐榮醫院,1187,3445,0.3446,0.47,0.4179,112,2
13996,豐榮醫院,440,1442,0.3051,0.4311,0.3868,109,4
13997,振生醫院,0,14,0.0,0.3171,0.313,103,3
13998,振生醫院,1,25,0.04,0.4102,0.4166,111,4
13999,振生醫院,3,42,0.0714,0.4135,0.4176,111,3
14000,振生醫院,2,28,0.0714,0.3857,0.3945,109,2
14001,振生醫院,0,10,0.0,0.3387,0.3473,106,4
14002,振生醫院,0,10,0.0,0.3321,0.3377,105,4
14003,振生醫院,4,17,0.2353,0.3229,0.3235,104,3
14004,振生醫院,0,26,0.0,0.4227,0.4262,111,2
14005,振生醫院,0,26,0.0,0.4085,0.4115,110,3
14006,振生醫院,3,17,0.1765,0.3251,0.327,104,4
14007,振生醫院,0,5,0.0,0.3365,0.3431,106,3
14008,振生醫院,0,26,0.0,0.4052,0.4108,111,1
14009,振生醫院,1,21,0.0476,0.3433,0.3538,108,3
14010,振生醫院,0,30,0.0,0.4065,0.4129,110,4
14011,振生醫院,0,7,0.0,0.3335,0.3408,106,2
14012,振生醫院,1,23,0.0435,0.3751,0.3861,109,3
14013,振生醫院,0,18,0.0,0.3924,0.3986,110,1
14014,振生醫院,3,15,0.2,0.3288,0.3331,105,1
14015,振生醫院,1,27,0.037,0.3391,0.351,108,4
14016,振生醫院,1,30,0.0333,0.4115,0.4173,112,1
14017,振生醫院,0,9,0.0,0.336,0.3402,105,3
14018,振生醫院,0,7,0.0,0.3147,0.311,103,2
14019,振生醫院,0,9,0.0,0.3417,0.3477,107,2
14020,振生醫院,0,24,0.0,0.3736,0.3839,109,1
14021,振生醫院,3,17,0.1765,0.3218,0.3211,104,2
14022,振生醫院,2,21,0.0952,0.3398,0.3496,108,2
14023,振生醫院,0,12,0.0,0.3409,0.35,107,3
14024,振生醫院,0,20,0.0,0.4166,0.4263,110,2
14025,振生醫院,1,13,0.0769,0.3247,0.3261,104,1
14026,振生醫院,1,14,0.0714,0.3373,0.3481,107,4
14027,振生醫院,0,15,0.0,0.316,0.3153,103,4
14028,振生醫院,0,11,0.0,0.334,0.3459,108,1
14029,振生醫院,0,9,0.0,0.3095,0.3072,103,1
14030,振生醫院,0,10,0.0,0.337,0.3468,107,1
14031,振生醫院,0,25,0.0,0.4141,0.4179,112,2
14032,振生醫院,0,2,0.0,0.3351,0.3413,106,1
14033,振生醫院,1,18,0.0556,0.3776,0.3868,109,4
14034,溪洲醫院,157,699,0.2246,0.3786,0.4176,111,3
14035,溪洲醫院,176,740,0.2378,0.376,0.4173,112,1
14036,溪洲醫院,186,752,0.2473,0.3762,0.4166,111,4
14037,溪洲醫院,119,701,0.1698,0.2936,0.3402,105,3
14038,溪洲醫院,117,758,0.1544,0.2847,0.3153,103,4
14039,溪洲醫院,99,659,0.1502,0.3403,0.3839,109,1
14040,溪洲醫院,100,655,0.1527,0.3064,0.3459,108,1
14041,溪洲醫院,109,668,0.1632,0.303,0.3481,107,4
14042,溪洲醫院,123,644,0.191,0.297,0.3473,106,4
14043,溪洲醫院,116,676,0.1716,0.291,0.3377,105,4
14044,溪洲醫院,166,694,0.2392,0.3835,0.4262,111,2
14045,溪洲醫院,146,701,0.2083,0.3718,0.4108,111,1
14046,溪洲醫院,110,758,0.1451,0.2862,0.3235,104,3
14047,溪洲醫院,104,655,0.1588,0.3411,0.3861,109,3
14048,溪洲醫院,100,682,0.1466,0.3106,0.3538,108,3
14049,溪洲醫院,117,667,0.1754,0.2944,0.3408,106,2
14050,溪洲醫院,125,636,0.1965,0.2948,0.3431,106,3
14051,溪洲醫院,130,698,0.1862,0.3711,0.4115,110,3
14052,溪洲醫院,111,735,0.151,0.2867,0.327,104,4
14053,溪洲醫院,127,681,0.1865,0.2946,0.3413,106,1
14054,溪洲醫院,107,627,0.1707,0.3434,0.3868,109,4
14055,溪洲醫院,113,720,0.1569,0.2903,0.3355,105,2
14056,溪洲醫院,110,719,0.153,0.2822,0.313,103,3
14057,溪洲醫院,172,714,0.2409,0.3773,0.4179,112,2
14058,瑞生醫院,235,785,0.2994,0.3773,0.4179,112,2
14059,瑞生醫院,190,756,0.2513,0.2822,0.313,103,3
14060,瑞生醫院,166,736,0.2255,0.2903,0.3355,105,2
14061,瑞生醫院,195,693,0.2814,0.3434,0.3868,109,4
14062,瑞生醫院,175,731,0.2394,0.2946,0.3413,106,1
14063,瑞生醫院,172,728,0.2363,0.2867,0.327,104,4
14064,瑞生醫院,196,703,0.2788,0.3711,0.4115,110,3
14065,瑞生醫院,183,764,0.2395,0.2948,0.3431,106,3
14066,瑞生醫院,195,763,0.2556,0.2944,0.3408,106,2
14067,瑞生醫院,172,728,0.2363,0.3106,0.3538,108,3
14068,瑞生醫院,174,695,0.2504,0.3411,0.3861,109,3
14069,瑞生醫院,191,724,0.2638,0.2862,0.3235,104,3
14070,瑞生醫院,177,704,0.2514,0.3718,0.4108,111,1
14071,瑞生醫院,203,729,0.2785,0.3835,0.4262,111,2
14072,瑞生醫院,162,726,0.2231,0.291,0.3377,105,4
14073,瑞生醫院,197,801,0.2459,0.297,0.3473,106,4
14074,瑞生醫院,191,759,0.2516,0.303,0.3481,107,4
14075,瑞生醫院,170,735,0.2313,0.3064,0.3459,108,1
14076,瑞生醫院,169,687,0.246,0.3403,0.3839,109,1
14077,瑞生醫院,210,772,0.272,0.2847,0.3153,103,4
14078,瑞生醫院,163,762,0.2139,0.2936,0.3402,105,3
14079,瑞生醫院,209,759,0.2754,0.3762,0.4166,111,4
14080,瑞生醫院,211,768,0.2747,0.376,0.4173,112,1
14081,瑞生醫院,200,742,0.2695,0.3786,0.4176,111,3
14082,瑞生醫院,164,738,0.2222,0.309,0.351,108,4
14083,瑞生醫院,174,741,0.2348,0.2893,0.3331,105,1
14084,瑞生醫院,191,728,0.2624,0.287,0.3211,104,2
14085,瑞生醫院,176,708,0.2486,0.3546,0.3986,110,1
14086,瑞生醫院,182,732,0.2486,0.3086,0.3496,108,2
14087,瑞生醫院,213,743,0.2867,0.3697,0.4129,110,4
14088,瑞生醫院,184,763,0.2412,0.2815,0.311,103,2
14089,瑞生醫院,214,789,0.2712,0.2999,0.3477,107,2
14090,瑞生醫院,181,728,0.2486,0.2934,0.3261,104,1
14091,瑞生醫院,203,723,0.2808,0.3737,0.4263,110,2
14092,瑞生醫院,189,727,0.26,0.3039,0.35,107,3
14093,瑞生醫院,185,702,0.2635,0.35,0.3945,109,2
14094,瑞生醫院,178,755,0.2358,0.2813,0.3072,103,1
14095,瑞生醫院,176,742,0.2372,0.2983,0.3468,107,1
14096,漢生診所,1,1,1.0,0.4651,0.4176,111,3
14097,信心診所,1,1,1.0,0.4651,0.4176,111,3
14098,秉坤婦幼醫院,11,30,0.3667,0.3229,0.3235,104,3
14099,秉坤婦幼醫院,16,60,0.2667,0.3433,0.3538,108,3
14100,秉坤婦幼醫院,13,49,0.2653,0.3321,0.3377,105,4
14101,秉坤婦幼醫院,51,163,0.3129,0.4227,0.4262,111,2
14102,秉坤婦幼醫院,51,155,0.329,0.4065,0.4129,110,4
14103,秉坤婦幼醫院,9,35,0.2571,0.3335,0.3408,106,2
14104,秉坤婦幼醫院,41,98,0.4184,0.3751,0.3861,109,3
14105,秉坤婦幼醫院,10,36,0.2778,0.3251,0.327,104,4
14106,秉坤婦幼醫院,43,121,0.3554,0.4085,0.4115,110,3
14107,秉坤婦幼醫院,13,43,0.3023,0.3365,0.3431,106,3
14108,秉坤婦幼醫院,10,37,0.2703,0.334,0.3459,108,1
14109,全生醫院,49,554,0.0884,0.3986,0.3839,109,1
14110,全生醫院,42,581,0.0723,0.3647,0.3459,108,1
14111,全生醫院,65,511,0.1272,0.4219,0.4115,110,3
14112,全生醫院,35,617,0.0567,0.3538,0.3431,106,3
14113,全生醫院,41,527,0.0778,0.4065,0.3861,109,3
14114,全生醫院,21,710,0.0296,0.3451,0.327,104,4
14115,全生醫院,67,488,0.1373,0.4277,0.4262,111,2
14116,全生醫院,25,675,0.037,0.3547,0.3377,105,4
14117,全生醫院,60,502,0.1195,0.4226,0.4129,110,4
14118,全生醫院,23,622,0.037,0.3547,0.3408,106,2
14119,全生醫院,34,540,0.063,0.3706,0.3538,108,3
14120,全生醫院,16,730,0.0219,0.343,0.3235,104,3
14121,全生醫院,67,471,0.1423,0.42,0.4166,111,4
14122,全生醫院,27,754,0.0358,0.339,0.313,103,3
14123,全生醫院,70,436,0.1606,0.42,0.4179,112,2
14124,全生醫院,51,644,0.0792,0.3598,0.3473,106,4
14125,全生醫院,26,657,0.0396,0.3563,0.3413,106,1
14126,全生醫院,41,507,0.0809,0.4032,0.3868,109,4
14127,全生醫院,26,671,0.0387,0.3522,0.3355,105,2
14128,全生醫院,17,674,0.0252,0.3566,0.3402,105,3
14129,全生醫院,34,567,0.06,0.3617,0.3481,107,4
14130,全生醫院,29,736,0.0394,0.3407,0.3153,103,4
14131,全生醫院,49,494,0.0992,0.4108,0.3986,110,1
14132,全生醫院,62,502,0.1235,0.4161,0.4108,111,1
14133,全生醫院,74,490,0.151,0.4232,0.4176,111,3
14134,全生醫院,43,534,0.0805,0.3686,0.351,108,4
14135,全生醫院,53,498,0.1064,0.4273,0.4263,110,2
14136,全生醫院,78,459,0.1699,0.4206,0.4173,112,1
14137,全生醫院,21,702,0.0299,0.3496,0.3331,105,1
14138,全生醫院,44,565,0.0779,0.3679,0.3496,108,2
14139,全生醫院,18,734,0.0245,0.3411,0.3211,104,2
14140,全生醫院,34,774,0.0439,0.3388,0.311,103,2
14141,全生醫院,42,583,0.072,0.3625,0.3477,107,2
14142,全生醫院,44,787,0.0559,0.3327,0.3072,103,1
14143,全生醫院,46,618,0.0744,0.3623,0.3468,107,1
14144,全生醫院,35,557,0.0628,0.3625,0.35,107,3
14145,全生醫院,43,515,0.0835,0.413,0.3945,109,2
14146,全生醫院,27,735,0.0367,0.3497,0.3261,104,1
14147,優生婦產科醫院,23,194,0.1186,0.2934,0.3261,104,1
14148,優生婦產科醫院,32,187,0.1711,0.35,0.3945,109,2
14149,優生婦產科醫院,27,217,0.1244,0.3039,0.35,107,3
14150,優生婦產科醫院,14,167,0.0838,0.2813,0.3072,103,1
14151,優生婦產科醫院,25,224,0.1116,0.2983,0.3468,107,1
14152,優生婦產科醫院,23,218,0.1055,0.2999,0.3477,107,2
14153,優生婦產科醫院,13,198,0.0657,0.2815,0.311,103,2
14154,優生婦產科醫院,52,235,0.2213,0.3086,0.3496,108,2
14155,優生婦產科醫院,18,199,0.0905,0.287,0.3211,104,2
14156,優生婦產科醫院,21,200,0.105,0.2893,0.3331,105,1
14157,優生婦產科醫院,56,201,0.2786,0.376,0.4173,112,1
14158,優生婦產科醫院,42,175,0.24,0.3737,0.4263,110,2
14159,優生婦產科醫院,39,238,0.1639,0.309,0.351,108,4
14160,優生婦產科醫院,38,199,0.191,0.3786,0.4176,111,3
14161,優生婦產科醫院,52,194,0.268,0.3546,0.3986,110,1
14162,優生婦產科醫院,64,224,0.2857,0.3697,0.4129,110,4
14163,優生婦產科醫院,34,231,0.1472,0.2847,0.3153,103,4
14164,優生婦產科醫院,34,204,0.1667,0.303,0.3481,107,4
14165,優生婦產科醫院,27,195,0.1385,0.2936,0.3402,105,3
14166,優生婦產科醫院,51,212,0.2406,0.3762,0.4166,111,4
14167,優生婦產科醫院,23,196,0.1173,0.2903,0.3355,105,2
14168,優生婦產科醫院,57,217,0.2627,0.3434,0.3868,109,4
14169,優生婦產科醫院,19,189,0.1005,0.2946,0.3413,106,1
14170,原祿骨科醫院,1,25,0.04,0.2936,0.3402,105,3
14171,原祿骨科醫院,2,53,0.0377,0.2815,0.311,103,2
14172,原祿骨科醫院,0,16,0.0,0.2999,0.3477,107,2
14173,原祿骨科醫院,1,23,0.0435,0.2893,0.3331,105,1
14174,原祿骨科醫院,3,36,0.0833,0.287,0.3211,104,2
14175,原祿骨科醫院,1,3,0.3333,0.3434,0.3868,109,4
14176,原祿骨科醫院,1,35,0.0286,0.2934,0.3261,104,1
14177,原祿骨科醫院,1,1,1.0,0.3737,0.4263,110,2
14178,原祿骨科醫院,0,10,0.0,0.3039,0.35,107,3
14179,原祿骨科醫院,0,1,0.0,0.303,0.3481,107,4
14180,原祿骨科醫院,0,52,0.0,0.2847,0.3153,103,4
14181,原祿骨科醫院,2,42,0.0476,0.2813,0.3072,103,1
14182,原祿骨科醫院,3,14,0.2143,0.2983,0.3468,107,1
14183,臺安醫院雙十分院,4055,13053,0.3107,0.3272,0.3839,109,1
14184,臺安醫院雙十分院,3488,12416,0.2809,0.2999,0.3468,107,1
14185,臺安醫院雙十分院,3614,12774,0.2829,0.3014,0.3481,107,4
14186,臺安醫院雙十分院,3448,12533,0.2751,0.3032,0.35,107,3
14187,臺安醫院雙十分院,4766,13533,0.3522,0.3625,0.4263,110,2
14188,臺安醫院雙十分院,3666,12585,0.2913,0.2989,0.3459,108,1
14189,臺安醫院雙十分院,3898,12945,0.3011,0.303,0.3538,108,3
14190,臺安醫院雙十分院,4945,13871,0.3565,0.3538,0.4108,111,1
14191,臺安醫院雙十分院,3496,12489,0.2799,0.3004,0.3477,107,2
14192,臺安醫院雙十分院,4457,13832,0.3222,0.3328,0.3861,109,3
14193,臺安醫院雙十分院,3700,12667,0.2921,0.2981,0.3496,108,2
14194,臺安醫院雙十分院,4827,13896,0.3474,0.3534,0.4115,110,3
14195,臺安醫院雙十分院,4373,13768,0.3176,0.3325,0.3868,109,4
14196,臺安醫院雙十分院,5269,14754,0.3571,0.3586,0.4166,111,4
14197,臺安醫院雙十分院,4244,13283,0.3195,0.3366,0.3945,109,2
14198,臺安醫院雙十分院,5175,14700,0.352,0.3605,0.4173,112,1
14199,臺安醫院雙十分院,3539,12310,0.2875,0.3041,0.3473,106,4
14200,臺安醫院雙十分院,5226,14679,0.356,0.3615,0.4176,111,3
14201,臺安醫院雙十分院,414,4669,0.0887,0.2963,0.3413,106,1
14202,臺安醫院雙十分院,3759,12984,0.2895,0.3015,0.351,108,4
14203,臺安醫院雙十分院,3146,11622,0.2707,0.2966,0.3408,106,2
14204,臺安醫院雙十分院,5025,14282,0.3518,0.3566,0.4129,110,4
14205,臺安醫院雙十分院,4572,13789,0.3316,0.3422,0.3986,110,1
14206,臺安醫院雙十分院,5244,14323,0.3661,0.3672,0.4262,111,2
14207,臺安醫院雙十分院,3323,11988,0.2772,0.2996,0.3431,106,3
14208,臺安醫院雙十分院,5487,15319,0.3582,0.3587,0.4179,112,2
14209,澄清復健醫院,192,520,0.3692,0.3587,0.4179,112,2
14210,澄清復健醫院,202,502,0.4024,0.3672,0.4262,111,2
14211,澄清復健醫院,182,481,0.3784,0.3566,0.4129,110,4
14212,澄清復健醫院,158,466,0.3391,0.3615,0.4176,111,3
14213,澄清復健醫院,198,527,0.3757,0.3605,0.4173,112,1
14214,澄清復健醫院,196,525,0.3733,0.3586,0.4166,111,4
14215,澄清復健醫院,155,411,0.3771,0.3534,0.4115,110,3
14216,澄清復健醫院,181,451,0.4013,0.3538,0.4108,111,1
14217,璟馨婦幼醫院,100,364,0.2747,0.4161,0.4108,111,1
14218,璟馨婦幼醫院,56,198,0.2828,0.3706,0.3538,108,3
14219,璟馨婦幼醫院,48,169,0.284,0.3647,0.3459,108,1
14220,璟馨婦幼醫院,14,61,0.2295,0.3496,0.3331,105,1
14221,璟馨婦幼醫院,80,268,0.2985,0.4065,0.3861,109,3
14222,璟馨婦幼醫院,37,138,0.2681,0.3625,0.3477,107,2
14223,璟馨婦幼醫院,95,305,0.3115,0.4219,0.4115,110,3
14224,璟馨婦幼醫院,55,170,0.3235,0.3679,0.3496,108,2
14225,璟馨婦幼醫院,18,105,0.1714,0.3566,0.3402,105,3
14226,璟馨婦幼醫院,96,297,0.3232,0.4273,0.4263,110,2
14227,璟馨婦幼醫院,40,164,0.2439,0.3625,0.35,107,3
14228,璟馨婦幼醫院,0,17,0.0,0.3411,0.3211,104,2
14229,璟馨婦幼醫院,45,161,0.2795,0.3617,0.3481,107,4
14230,璟馨婦幼醫院,71,224,0.317,0.3986,0.3839,109,1
14231,璟馨婦幼醫院,36,141,0.2553,0.3623,0.3468,107,1
14232,璟馨婦幼醫院,130,360,0.3611,0.42,0.4166,111,4
14233,璟馨婦幼醫院,95,282,0.3369,0.4032,0.3868,109,4
14234,璟馨婦幼醫院,23,130,0.1769,0.3563,0.3413,106,1
14235,璟馨婦幼醫院,13,75,0.1733,0.3522,0.3355,105,2
14236,璟馨婦幼醫院,121,340,0.3559,0.4206,0.4173,112,1
14237,璟馨婦幼醫院,29,117,0.2479,0.3547,0.3377,105,4
14238,璟馨婦幼醫院,73,258,0.2829,0.413,0.3945,109,2
14239,璟馨婦幼醫院,134,396,0.3384,0.4232,0.4176,111,3
14240,新莊英仁醫院,11,17,0.6471,0.3416,0.311,103,2
